institute,institute_short,program,program_core,quota,seat_type,gender,opening_rank,closing_rank,degree,duration_years,degree_type,is_dual
Indian Institute of Technology (BHU) Varanasi,IIT (BHU) Varanasi,"Bioengineering (4 Years, Bachelor of Technology)",Bioengineering,AI,OPEN,Gender-Neutral,11380,12759,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology (BHU) Varanasi,IIT (BHU) Varanasi,"Bioengineering (4 Years, Bachelor of Technology)",Bioengineering,AI,OPEN,Female-only,15513,16058,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology (BHU) Varanasi,IIT (BHU) Varanasi,"Ceramic Engineering (4 Years, Bachelor of Technology)",Ceramic Engineering,AI,OPEN,Gender-Neutral,10901,13064,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology (BHU) Varanasi,IIT (BHU) Varanasi,"Ceramic Engineering (4 Years, Bachelor of Technology)",Ceramic Engineering,AI,OPEN,Female-only,20457,22766,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology (BHU) Varanasi,IIT (BHU) Varanasi,"Chemical Engineering (4 Years, Bachelor of Technology)",Chemical Engineering,AI,OPEN,Gender-Neutral,6239,8381,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology (BHU) Varanasi,IIT (BHU) Varanasi,"Chemical Engineering (4 Years, Bachelor of Technology)",Chemical Engineering,AI,OPEN,Female-only,12041,16660,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology (BHU) Varanasi,IIT (BHU) Varanasi,"Civil Engineering (4 Years, Bachelor of Technology)",Civil Engineering,AI,OPEN,Gender-Neutral,7606,10278,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology (BHU) Varanasi,IIT (BHU) Varanasi,"Civil Engineering (4 Years, Bachelor of Technology)",Civil Engineering,AI,OPEN,Female-only,16913,19519,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology (BHU) Varanasi,IIT (BHU) Varanasi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",Computer Science and Engineering,AI,OPEN,Gender-Neutral,747,1489,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology (BHU) Varanasi,IIT (BHU) Varanasi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",Computer Science and Engineering,AI,OPEN,Female-only,2832,3784,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology (BHU) Varanasi,IIT (BHU) Varanasi,"Electrical Engineering (4 Years, Bachelor of Technology)",Electrical Engineering,AI,OPEN,Gender-Neutral,2343,3537,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology (BHU) Varanasi,IIT (BHU) Varanasi,"Electrical Engineering (4 Years, Bachelor of Technology)",Electrical Engineering,AI,OPEN,Female-only,6062,8129,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology (BHU) Varanasi,IIT (BHU) Varanasi,"Electronics Engineering (4 Years, Bachelor of Technology)",Electronics Engineering,AI,OPEN,Gender-Neutral,1956,2635,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology (BHU) Varanasi,IIT (BHU) Varanasi,"Electronics Engineering (4 Years, Bachelor of Technology)",Electronics Engineering,AI,OPEN,Female-only,5798,6498,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology (BHU) Varanasi,IIT (BHU) Varanasi,"Engineering Physics (4 Years, Bachelor of Technology)",Engineering Physics,AI,OPEN,Gender-Neutral,5457,8441,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology (BHU) Varanasi,IIT (BHU) Varanasi,"Engineering Physics (4 Years, Bachelor of Technology)",Engineering Physics,AI,OPEN,Female-only,15137,16930,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology (BHU) Varanasi,IIT (BHU) Varanasi,"Industrial Chemistry (4 Years, Bachelor of Technology)",Industrial Chemistry,AI,OPEN,Gender-Neutral,9815,12721,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology (BHU) Varanasi,IIT (BHU) Varanasi,"Industrial Chemistry (4 Years, Bachelor of Technology)",Industrial Chemistry,AI,OPEN,Female-only,20141,21701,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology (BHU) Varanasi,IIT (BHU) Varanasi,"Materials Science and Technology (4 Years, Bachelor of Technology)",Materials Science and Technology,AI,OPEN,Gender-Neutral,7517,10851,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology (BHU) Varanasi,IIT (BHU) Varanasi,"Materials Science and Technology (4 Years, Bachelor of Technology)",Materials Science and Technology,AI,OPEN,Female-only,17744,17911,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology (BHU) Varanasi,IIT (BHU) Varanasi,"Mathematics and Computing (4 Years, Bachelor of Technology)",Mathematics and Computing,AI,OPEN,Gender-Neutral,1481,1924,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology (BHU) Varanasi,IIT (BHU) Varanasi,"Mathematics and Computing (4 Years, Bachelor of Technology)",Mathematics and Computing,AI,OPEN,Female-only,4466,5444,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology (BHU) Varanasi,IIT (BHU) Varanasi,"Mechanical Engineering (4 Years, Bachelor of Technology)",Mechanical Engineering,AI,OPEN,Gender-Neutral,4787,7286,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology (BHU) Varanasi,IIT (BHU) Varanasi,"Mechanical Engineering (4 Years, Bachelor of Technology)",Mechanical Engineering,AI,OPEN,Female-only,14049,16650,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology (BHU) Varanasi,IIT (BHU) Varanasi,"Metallurgical Engineering (4 Years, Bachelor of Technology)",Metallurgical Engineering,AI,OPEN,Gender-Neutral,8214,11398,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology (BHU) Varanasi,IIT (BHU) Varanasi,"Metallurgical Engineering (4 Years, Bachelor of Technology)",Metallurgical Engineering,AI,OPEN,Female-only,16852,20035,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology (BHU) Varanasi,IIT (BHU) Varanasi,"Mining Engineering (4 Years, Bachelor of Technology)",Mining Engineering,AI,OPEN,Gender-Neutral,11434,14243,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology (BHU) Varanasi,IIT (BHU) Varanasi,"Mining Engineering (4 Years, Bachelor of Technology)",Mining Engineering,AI,OPEN,Female-only,19228,24539,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology (BHU) Varanasi,IIT (BHU) Varanasi,"Pharmaceutical Engineering & Technology (4 Years, Bachelor of Technology)",Pharmaceutical Engineering & Technology,AI,OPEN,Gender-Neutral,11585,14447,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology (BHU) Varanasi,IIT (BHU) Varanasi,"Pharmaceutical Engineering & Technology (4 Years, Bachelor of Technology)",Pharmaceutical Engineering & Technology,AI,OPEN,Female-only,21754,24662,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Guwahati,IIT Guwahati,"Biosciences and Bioengineering (4 Years, Bachelor of Technology)",Biosciences and Bioengineering,AI,OPEN,Gender-Neutral,6303,10727,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Guwahati,IIT Guwahati,"Biosciences and Bioengineering (4 Years, Bachelor of Technology)",Biosciences and Bioengineering,AI,OPEN,Female-only,15421,15919,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Guwahati,IIT Guwahati,"Chemical Engineering (4 Years, Bachelor of Technology)",Chemical Engineering,AI,OPEN,Gender-Neutral,4289,6053,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Guwahati,IIT Guwahati,"Chemical Engineering (4 Years, Bachelor of Technology)",Chemical Engineering,AI,OPEN,Female-only,10815,12587,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Guwahati,IIT Guwahati,"Chemical Science and Technology (4 Years, Bachelor of Technology)",Chemical Science and Technology,AI,OPEN,Gender-Neutral,6432,7958,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Guwahati,IIT Guwahati,"Chemical Science and Technology (4 Years, Bachelor of Technology)",Chemical Science and Technology,AI,OPEN,Female-only,13063,15815,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Guwahati,IIT Guwahati,"Civil Engineering (4 Years, Bachelor of Technology)",Civil Engineering,AI,OPEN,Gender-Neutral,7268,9021,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Guwahati,IIT Guwahati,"Civil Engineering (4 Years, Bachelor of Technology)",Civil Engineering,AI,OPEN,Female-only,13434,16742,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Guwahati,IIT Guwahati,"Computer Science and Engineering (4 Years, Bachelor of Technology)",Computer Science and Engineering,AI,OPEN,Gender-Neutral,504,792,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Guwahati,IIT Guwahati,"Computer Science and Engineering (4 Years, Bachelor of Technology)",Computer Science and Engineering,AI,OPEN,Female-only,2210,2694,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Guwahati,IIT Guwahati,"Data Science and Artificial Intelligence (4 Years, Bachelor of Technology)",Data Science and Artificial Intelligence,AI,OPEN,Gender-Neutral,873,1078,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Guwahati,IIT Guwahati,"Data Science and Artificial Intelligence (4 Years, Bachelor of Technology)",Data Science and Artificial Intelligence,AI,OPEN,Female-only,2877,3235,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Guwahati,IIT Guwahati,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Electronics and Communication Engineering,AI,OPEN,Gender-Neutral,1497,1829,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Guwahati,IIT Guwahati,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Electronics and Communication Engineering,AI,OPEN,Female-only,4863,5298,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Guwahati,IIT Guwahati,"Electronics and Electrical Engineering (4 Years, Bachelor of Technology)",Electronics and Electrical Engineering,AI,OPEN,Gender-Neutral,1934,2195,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Guwahati,IIT Guwahati,"Electronics and Electrical Engineering (4 Years, Bachelor of Technology)",Electronics and Electrical Engineering,AI,OPEN,Female-only,5381,6224,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Guwahati,IIT Guwahati,"Energy Engineering (4 Years, Bachelor of Technology)",Energy Engineering,AI,OPEN,Gender-Neutral,5870,6610,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Guwahati,IIT Guwahati,"Energy Engineering (4 Years, Bachelor of Technology)",Energy Engineering,AI,OPEN,Female-only,11994,13282,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Guwahati,IIT Guwahati,"Engineering Physics (4 Years, Bachelor of Technology)",Engineering Physics,AI,OPEN,Gender-Neutral,4635,7117,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Guwahati,IIT Guwahati,"Engineering Physics (4 Years, Bachelor of Technology)",Engineering Physics,AI,OPEN,Female-only,11828,13774,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Guwahati,IIT Guwahati,"Mathematics and Computing (4 Years, Bachelor of Technology)",Mathematics and Computing,AI,OPEN,Gender-Neutral,899,1276,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Guwahati,IIT Guwahati,"Mathematics and Computing (4 Years, Bachelor of Technology)",Mathematics and Computing,AI,OPEN,Female-only,2755,3849,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Guwahati,IIT Guwahati,"Mechanical Engineering (4 Years, Bachelor of Technology)",Mechanical Engineering,AI,OPEN,Gender-Neutral,3984,4892,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Guwahati,IIT Guwahati,"Mechanical Engineering (4 Years, Bachelor of Technology)",Mechanical Engineering,AI,OPEN,Female-only,8789,12699,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Bhilai,IIT Bhilai,"Computer Science and Engineering (4 Years, Bachelor of Technology)",Computer Science and Engineering,AI,OPEN,Gender-Neutral,4462,7382,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Bhilai,IIT Bhilai,"Computer Science and Engineering (4 Years, Bachelor of Technology)",Computer Science and Engineering,AI,OPEN,Female-only,10332,12896,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Bhilai,IIT Bhilai,"Data Science and Artificial Intelligence (4 Years, Bachelor of Technology)",Data Science and Artificial Intelligence,AI,OPEN,Gender-Neutral,7001,7934,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Bhilai,IIT Bhilai,"Data Science and Artificial Intelligence (4 Years, Bachelor of Technology)",Data Science and Artificial Intelligence,AI,OPEN,Female-only,8600,13039,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Bhilai,IIT Bhilai,"Electrical Engineering (4 Years, Bachelor of Technology)",Electrical Engineering,AI,OPEN,Gender-Neutral,9645,11592,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Bhilai,IIT Bhilai,"Electrical Engineering (4 Years, Bachelor of Technology)",Electrical Engineering,AI,OPEN,Female-only,17806,20173,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Bhilai,IIT Bhilai,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Electronics and Communication Engineering,AI,OPEN,Gender-Neutral,7464,9668,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Bhilai,IIT Bhilai,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Electronics and Communication Engineering,AI,OPEN,Female-only,14098,16191,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Bhilai,IIT Bhilai,"Materials Science and Metallurgical Engineering (4 Years, Bachelor of Technology)",Materials Science and Metallurgical Engineering,AI,OPEN,Gender-Neutral,14920,17478,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Bhilai,IIT Bhilai,"Materials Science and Metallurgical Engineering (4 Years, Bachelor of Technology)",Materials Science and Metallurgical Engineering,AI,OPEN,Female-only,25818,25868,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Bhilai,IIT Bhilai,"Mechanical Engineering (4 Years, Bachelor of Technology)",Mechanical Engineering,AI,OPEN,Gender-Neutral,11516,14788,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Bhilai,IIT Bhilai,"Mechanical Engineering (4 Years, Bachelor of Technology)",Mechanical Engineering,AI,OPEN,Female-only,21141,23230,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Bhilai,IIT Bhilai,"Mechatronics Engineering (4 Years, Bachelor of Technology)",Mechatronics Engineering,AI,OPEN,Gender-Neutral,10662,12254,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Bhilai,IIT Bhilai,"Mechatronics Engineering (4 Years, Bachelor of Technology)",Mechatronics Engineering,AI,OPEN,Female-only,20224,21456,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Goa,IIT Goa,"Computer Science and Engineering (4 Years, Bachelor of Technology)",Computer Science and Engineering,AI,OPEN,Gender-Neutral,4256,6242,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Goa,IIT Goa,"Computer Science and Engineering (4 Years, Bachelor of Technology)",Computer Science and Engineering,AI,OPEN,Female-only,11372,12211,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Goa,IIT Goa,"Electrical Engineering (4 Years, Bachelor of Technology)",Electrical Engineering,AI,OPEN,Gender-Neutral,8410,10095,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Goa,IIT Goa,"Electrical Engineering (4 Years, Bachelor of Technology)",Electrical Engineering,AI,OPEN,Female-only,16260,20274,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Goa,IIT Goa,"Mathematics and Computing (4 Years, Bachelor of Technology)",Mathematics and Computing,AI,OPEN,Gender-Neutral,5436,7932,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Goa,IIT Goa,"Mathematics and Computing (4 Years, Bachelor of Technology)",Mathematics and Computing,AI,OPEN,Female-only,12652,14787,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Goa,IIT Goa,"Mechanical Engineering (4 Years, Bachelor of Technology)",Mechanical Engineering,AI,OPEN,Gender-Neutral,9914,13451,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Goa,IIT Goa,"Mechanical Engineering (4 Years, Bachelor of Technology)",Mechanical Engineering,AI,OPEN,Female-only,20436,21845,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Palakkad,IIT Palakkad,"Civil Engineering (4 Years, Bachelor of Technology)",Civil Engineering,AI,OPEN,Gender-Neutral,14109,16753,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Palakkad,IIT Palakkad,"Civil Engineering (4 Years, Bachelor of Technology)",Civil Engineering,AI,OPEN,Female-only,21748,26004,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Palakkad,IIT Palakkad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",Computer Science and Engineering,AI,OPEN,Gender-Neutral,4530,6454,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Palakkad,IIT Palakkad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",Computer Science and Engineering,AI,OPEN,Female-only,6843,8965,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Palakkad,IIT Palakkad,"Data Science and Engineering (4 Years, Bachelor of Technology)",Data Science and Engineering,AI,OPEN,Gender-Neutral,6845,8640,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Palakkad,IIT Palakkad,"Data Science and Engineering (4 Years, Bachelor of Technology)",Data Science and Engineering,AI,OPEN,Female-only,10280,12097,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Palakkad,IIT Palakkad,"Electrical Engineering (4 Years, Bachelor of Technology)",Electrical Engineering,AI,OPEN,Gender-Neutral,8020,10396,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Palakkad,IIT Palakkad,"Electrical Engineering (4 Years, Bachelor of Technology)",Electrical Engineering,AI,OPEN,Female-only,12743,18585,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Palakkad,IIT Palakkad,"Mechanical Engineering (4 Years, Bachelor of Technology)",Mechanical Engineering,AI,OPEN,Gender-Neutral,8596,12606,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Palakkad,IIT Palakkad,"Mechanical Engineering (4 Years, Bachelor of Technology)",Mechanical Engineering,AI,OPEN,Female-only,14960,21192,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Tirupati,IIT Tirupati,"Chemical Engineering (4 Years, Bachelor of Technology)",Chemical Engineering,AI,OPEN,Gender-Neutral,12799,15636,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Tirupati,IIT Tirupati,"Chemical Engineering (4 Years, Bachelor of Technology)",Chemical Engineering,AI,OPEN,Female-only,17851,21967,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Tirupati,IIT Tirupati,"Civil Engineering (4 Years, Bachelor of Technology)",Civil Engineering,AI,OPEN,Gender-Neutral,8956,16548,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Tirupati,IIT Tirupati,"Civil Engineering (4 Years, Bachelor of Technology)",Civil Engineering,AI,OPEN,Female-only,20635,24725,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Tirupati,IIT Tirupati,"Computer Science and Engineering (4 Years, Bachelor of Technology)",Computer Science and Engineering,AI,OPEN,Gender-Neutral,1916,5034,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Tirupati,IIT Tirupati,"Computer Science and Engineering (4 Years, Bachelor of Technology)",Computer Science and Engineering,AI,OPEN,Female-only,5686,8459,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Tirupati,IIT Tirupati,"Electrical Engineering (4 Years, Bachelor of Technology)",Electrical Engineering,AI,OPEN,Gender-Neutral,5098,9468,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Tirupati,IIT Tirupati,"Electrical Engineering (4 Years, Bachelor of Technology)",Electrical Engineering,AI,OPEN,Female-only,13602,15060,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Tirupati,IIT Tirupati,"Engineering Physics (4 Years, Bachelor of Technology)",Engineering Physics,AI,OPEN,Gender-Neutral,10165,12915,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Tirupati,IIT Tirupati,"Engineering Physics (4 Years, Bachelor of Technology)",Engineering Physics,AI,OPEN,Female-only,16299,16299,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Tirupati,IIT Tirupati,"Mechanical Engineering (4 Years, Bachelor of Technology)",Mechanical Engineering,AI,OPEN,Gender-Neutral,9551,12143,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Tirupati,IIT Tirupati,"Mechanical Engineering (4 Years, Bachelor of Technology)",Mechanical Engineering,AI,OPEN,Female-only,16542,20391,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Jammu,IIT Jammu,"Chemical Engineering (4 Years, Bachelor of Technology)",Chemical Engineering,AI,OPEN,Gender-Neutral,13386,16284,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Jammu,IIT Jammu,"Chemical Engineering (4 Years, Bachelor of Technology)",Chemical Engineering,AI,OPEN,Female-only,22711,24291,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Jammu,IIT Jammu,"Civil Engineering (4 Years, Bachelor of Technology)",Civil Engineering,AI,OPEN,Gender-Neutral,15448,17263,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Jammu,IIT Jammu,"Civil Engineering (4 Years, Bachelor of Technology)",Civil Engineering,AI,OPEN,Female-only,25908,26767,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Jammu,IIT Jammu,"Computer Science and Engineering (4 Years, Bachelor of Technology)",Computer Science and Engineering,AI,OPEN,Gender-Neutral,4704,6651,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Jammu,IIT Jammu,"Computer Science and Engineering (4 Years, Bachelor of Technology)",Computer Science and Engineering,AI,OPEN,Female-only,9950,11104,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Jammu,IIT Jammu,"Electrical Engineering (4 Years, Bachelor of Technology)",Electrical Engineering,AI,OPEN,Gender-Neutral,9759,11399,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Jammu,IIT Jammu,"Electrical Engineering (4 Years, Bachelor of Technology)",Electrical Engineering,AI,OPEN,Female-only,16793,19155,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Jammu,IIT Jammu,"Engineering Physics (4 Years, Bachelor of Technology)",Engineering Physics,AI,OPEN,Gender-Neutral,13029,15917,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Jammu,IIT Jammu,"Engineering Physics (4 Years, Bachelor of Technology)",Engineering Physics,AI,OPEN,Female-only,23652,24772,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Jammu,IIT Jammu,"Materials Engineering (4 Years, Bachelor of Technology)",Materials Engineering,AI,OPEN,Gender-Neutral,16833,18156,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Jammu,IIT Jammu,"Materials Engineering (4 Years, Bachelor of Technology)",Materials Engineering,AI,OPEN,Female-only,26085,26645,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Jammu,IIT Jammu,"Mathematics and Computing (4 Years, Bachelor of Technology)",Mathematics and Computing,AI,OPEN,Gender-Neutral,7000,8559,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Jammu,IIT Jammu,"Mathematics and Computing (4 Years, Bachelor of Technology)",Mathematics and Computing,AI,OPEN,Female-only,13000,16599,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Jammu,IIT Jammu,"Mechanical Engineering (4 Years, Bachelor of Technology)",Mechanical Engineering,AI,OPEN,Gender-Neutral,11301,14453,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Jammu,IIT Jammu,"Mechanical Engineering (4 Years, Bachelor of Technology)",Mechanical Engineering,AI,OPEN,Female-only,19472,23611,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Dharwad,IIT Dharwad,"Chemical and Biochemical Engineering (4 Years, Bachelor of Technology)",Chemical and Biochemical Engineering,AI,OPEN,Gender-Neutral,14722,16680,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Dharwad,IIT Dharwad,"Chemical and Biochemical Engineering (4 Years, Bachelor of Technology)",Chemical and Biochemical Engineering,AI,OPEN,Female-only,25164,25533,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Dharwad,IIT Dharwad,"Civil and Infrastructure Engineering (4 Years, Bachelor of Technology)",Civil and Infrastructure Engineering,AI,OPEN,Gender-Neutral,16126,17472,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Dharwad,IIT Dharwad,"Civil and Infrastructure Engineering (4 Years, Bachelor of Technology)",Civil and Infrastructure Engineering,AI,OPEN,Female-only,24028,25304,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Dharwad,IIT Dharwad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",Computer Science and Engineering,AI,OPEN,Gender-Neutral,4742,7208,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Dharwad,IIT Dharwad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",Computer Science and Engineering,AI,OPEN,Female-only,8455,10860,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Dharwad,IIT Dharwad,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",Electrical and Electronics Engineering,AI,OPEN,Gender-Neutral,9720,11051,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Dharwad,IIT Dharwad,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",Electrical and Electronics Engineering,AI,OPEN,Female-only,13284,16098,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Dharwad,IIT Dharwad,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Electronics and Communication Engineering,AI,OPEN,Gender-Neutral,7720,9476,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Dharwad,IIT Dharwad,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Electronics and Communication Engineering,AI,OPEN,Female-only,12798,15997,"4 Years, Bachelor of Technology",4,B.Tech,no
